File / Data,Focal Group,,Grouping_for_statistical_tests,Grouping_tests_MW,,,,,,,,,,,Infraphylum,Phylum,Kingdom,Paper Title,Year Published,Journal/Book,CI,RI,L,#mpts,MinL,TSI,PSI,meanci,meanri,MHER,originalchars,uninformativechars,informativechars,Taxa,%missingchars,Average GC standard bootstrap support,average jackknife support,Average symmetric resampling support,1st taxon in matrix (1st 10 chars),2nd taxon,3rd taxon,4th,5th,6th
Smith_et_Pol_2007a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Anatomy of a basal sauropodomorph dinosaur from the Early Jurassic Hanson Formation of Antarctica,2007,Acta Palaeontologica Polonica,0.376,0.695,1113,12,419,0,0.373,0.215,0.179,0.583,361,0,361,47,43.6,40.2,13.5,47.2,Euparkeri,Crurotars,Marasuchu,Agnosphit,Anchisaur,
Smith_etal_2001a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A giant sauropod dinosaur from an Upper Cretaceous mangrove deposit in Egypt,2001,Science,0.763,0.759,59,6,45,0.136,0.296,0.58,0.464,0.583,56,13,43,9,33.5,45.4,30.8,46.5,Camarasau,Brachiosa,Andesauru,Epachthos,Opisthoco,Alamosaur
Suteethorn_etal_2010a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Description of topotypes of Phuwiangosaurus sirindhornae, a sauropod from the Sao Khua Formation (Early Cretaceous) of Thailand, and their phylogenetic implications",2010,Neues Jahrbuch fur Geologie und Palaontologie - Abhandlungen,0.618,0.784,422,4,261,0.227,0.621,0.286,0.187,0.695,234,1,233,31,42.4,58.5,28.1,63.9,Theropoda_minus_Aves,Prosaurop,Vulcanodo,Barapasau,Omeisauru,Shunosaur
Taylor_2009a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A re-evaluation of Brachiosaurus altithorax Riggs 1903 (Dinosauria, Sauropoda) and its generic separation from Giraffatitan brancai (Janensch 1914)",2009,Journal of Vertebrate Paleontology,0.513,0.685,784,98,402,0.042,0.289,0.363,0.227,0.567,331,7,324,32,44.5,36.7,21.9,40.1,Theropoda_minus_Aves,Prosaurop,Vulcanodo,Barapasau,Omeisauru,Shunosaur
Taylor_et_Naish_2007a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"An unusual new neosauropod dinosaur from the Lower Cretaceous Hastings Beds Group of East Sussex, England",2007,Palaeontology,0.52,0.687,777,108,404,0.042,0.375,0.392,0.342,0.571,331,6,325,31,43.4,38.4,22.1,41.9,Theropoda_minus_Aves,Prosaurop,Vulcanodo,Barapasau,Omeisauru,Shunosaur
Taylor_etal_2011a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new sauropod dinosaur from the Lower Cretaceous Cedar Mountain Formation, Utah, USA",2011,Acta Palaeontologica Polonica,0.517,0.685,782,204,404,0.038,0.357,0.366,0.219,0.567,331,6,325,32,45,33.2,19.2,37.1,Theropoda_minus_Aves,Prosaurop,Vulcanodo,Barapasau,Omeisauru,Shunosaur
Tomida_et_Tsumura_2006a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A partial skeleton of titanosaurian sauropod from the Early Cretaceous of Toba City, Central Japan",2006,Journal of the Paleontological Society of Korea,0.551,0.739,305,4,168,0.157,0.092,0.323,0.229,0.603,205,42,163,28,46.6,42.8,16.6,43.4,Ancestor,Alamosaur,Amargasau,Andesauru,Apatosaur,Barapasau
Tschopp_et_Mateus_inpressa.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The skull and neck of a new flagellicaudatan sauropod from the Morrison Formation and its implication for the evolution and ontogeny of diplodocid dinosaurs,2013,Journal of Systematic Palaeontology,0.607,0.603,303,14,184,0.056,0.302,0.364,0.195,0.42,234,72,162,14,39.3,43.9,23.5,44.1,Omeisauru,Camarasau,Limaysaur,Amphicoel,Dicraeosa,Amargasau
Upchurch_1995a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The evolutionary history of the sauropod dinosaurs,1995,Philosophical Transactions of the Royal Society of London: B,0.637,0.858,267,84,170,0.112,0.32,0.345,0.302,0.79,174,7,167,33,39.9,36.6,14.4,38.9,Ancestor,Segnosaur,Thecodont,Anchisaur,Massospon,Plateosau
Upchurch_1998a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The phylogenetic relationships of sauropod dinosaurs,1998,Zoological Journal of the Linnean Society,0.551,0.736,305,4,168,0.151,0.324,0.33,0.246,0.601,205,42,163,27,44.9,43.9,19.1,44.3,Ancestor,Alamosaur,Amargasau,Andesauru,Apatosaur,Barapasau
Upchurch_1999a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"The phylogenetic relationships of the Nemegtosauridae (Saurischia, Sauropoda)",1999,Journal of Vertebrate Paleontology,0.534,0.727,339,12,181,0.171,0.072,0.344,0.368,0.591,219,43,176,28,45.8,44.2,18.4,43.9,Ancestor,Alamosaur,Amargasau,Andesauru,Antarctos,Apatosaur
Upchurch_et_Mannion_2009aa.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The first diplodocid from Asia and its implications for the evolutionary history of sauropod dinosaurs,2009,Palaeontology,0.648,0.798,401,2,260,0.185,0.259,0.435,0.319,0.718,234,2,232,30,43.5,62.7,26.5,67.7,Theropoda_minus_Aves,Prosaurop,Vulcanodo,Barapasau,Omeisauru,Shunosaur
Upchurch_et_Mannion_2009ab.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The first diplodocid from Asia and its implications for the evolutionary history of sauropod dinosaurs,2009,Palaeontology,0.498,0.785,644,12600,321,0.036,0.402,0.292,0.263,0.693,309,0,309,49,55.1,20.2,8.3,23,Marasuchu,Pseudolag,Ornithisc,Herrerasa,Neotherop,Prosaurop
Upchurch_et_Martin_2002aa.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The Rutland Cetiosaurus: the anatomy and relationships of a Middle Jurassic British Sauropod dinosaur,2002,Palaeontology,0.544,0.731,327,22,178,0.141,0.428,0.358,0.317,0.597,217,44,173,27,44.9,50.8,20.7,51.5,Ancestor,Alamosaur,Amargasau,Andesauru,Apatosaur,Barapasau
Upchurch_et_Martin_2002ab.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The Rutland Cetiosaurus: the anatomy and relationships of a Middle Jurassic British Sauropod dinosaur,2002,Palaeontology,0.785,0.842,149,1,117,0.315,0.483,0.544,0.347,0.773,109,2,107,13,22.5,74,44.3,79.3,Prosaurop,Theropoda_minus_Aves,Vulcanodo,Shunosaur,Barapasau,Omeisauru
Upchurch_etal_2004a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new specimen of Apatosaurus ajax (Sauropoda: Diplodocidae) from the Morrison Formation (Upper Jurassic) of Wyoming, USA",2004,National Science Museum Monographs,0.557,0.63,61,6,34,0.18,0.061,0.703,0.697,0.309,32,0,32,16,37.7,19.7,10,21.2,Omeisauru,Camarasau,Rayososau,Dicraeosa,Diplodocu,AMNH_460 
Upchurch_etal_2004b.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Sauropoda,2004,The Dinosauria (Second Edition),0.499,0.785,643,12600,321,0.036,0.401,0.296,0.28,0.693,309,0,309,48,54.3,22.2,10.3,24,Marasuchu,Pseudolag,Ornithisc,Herrerasa,Neotherop,Prosaurop
Upchurch_etal_2007a.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A phylogenetic analysis of basal sauropodomorph relationships: implications for the origin of sauropod dinosaurs,2007,Special Papers in Palaeontology,0.408,0.664,718,76,293,0.025,0.172,0.285,0.245,0.528,292,5,287,34,44.4,21.6,9.7,24.6,Marasuchu,Heterodon,Lesothosa,Eoraptor ,Herrerasa,Guaibasau
Upchurch_etal_2007ba.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A re-evaluation of Chinshakiangosaurus chunghoensis Ye vide Dong 1992 (Dinosauria, Sauropodomorpha): implications for cranial evolution in basal sauropod dinosaurs",2007,Geological Magazine,0.541,0.732,451,10,244,0.124,0.285,0.375,0.301,0.621,212,0,212,22,33.7,51.1,20.8,56.9,Herrerasa,Neotherop,Saturnali,Thecodont,Efraasia_,Riojasaur
Upchurch_etal_2007bb.tnt,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A re-evaluation of Chinshakiangosaurus chunghoensis Ye vide Dong 1992 (Dinosauria, Sauropodomorpha): implications for cranial evolution in basal sauropod dinosaurs",2007,Geological Magazine,0.506,0.635,253,2,128,0.087,0.072,0.413,0.289,0.444,137,9,128,25,42.1,19,8.8,21.6,Ancestor,Ammosauru,Anchisaur,Barapasau,Blikanasa,Camelotia
Whitlock_2011a,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A phylogenetic analysis of Diplodocoidea (Saurischia: Sauropoda),2011,Zoological Journal of the Linnean Society,0.717,0.845,244,1,175,0.139,0.194,0.412,0.291,0.766,189,22,167,26,51.5,49.1,13.2,50.8,,,,,,
Whitlock_2011ba,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Re-evaluation of Australodocus bohetii, a putative diplodocoid sauropod from the Tendaguru Formation of Tanzania, with comment on Late Jurassic sauropod faunal diversity and palaeoecology",2011,"Palaeogeography, Palaeoclimatology, Palaeoecology",0.717,0.846,244,1,175,0.139,0.194,0.387,0.249,0.767,189,22,167,27,53,47.8,12.5,49.8,,,,,,
Whitlock_2011bb,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Re-evaluation of Australodocus bohetii, a putative diplodocoid sauropod from the Tendaguru Formation of Tanzania, with comment on Late Jurassic sauropod faunal diversity and palaeoecology",2011,"Palaeogeography, Palaeoclimatology, Palaeoecology",0.717,0.845,244,1,175,0.139,0.194,0.428,0.331,0.766,189,22,167,27,53,45,11.1,47.7,,,,,,
Wilson_2002a,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Sauropod dinosaur phylogeny: critique and cladistic analysis,2002,Zoological Journal of the Linnean Society,0.648,0.797,401,2,260,0.217,0.335,0.439,0.32,0.716,234,2,232,29,41.7,62.8,32.3,67.8,,,,,,
Wilson_2005aa,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Integrating ichnofossil and body fossil records to estimate locomotor posture and spatiotemporal distribution of early sauropod dinosaurs: a stratocladistic approach,2005,Paleobiology,0.773,0.846,181,6,140,0.072,0.093,0.52,0.314,0.747,173,53,120,17,49,50.3,13,38.4,,,,,,
Wilson_2005ab,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Integrating ichnofossil and body fossil records to estimate locomotor posture and spatiotemporal distribution of early sauropod dinosaurs: a stratocladistic approach,2005,Paleobiology,0.805,0.862,174,1,140,0.149,0.186,0.537,0.329,0.784,173,53,120,14,39.6,71.3,26.2,64.4,,,,,,
Wilson_et_Sereno_1998a,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Early evolution and higher-level phylogeny of sauropod dinosaurs,1998,Society of Vertebrate Paleontology Memoir,0.801,0.854,146,1,117,0.336,0.419,0.516,0.294,0.791,109,2,107,12,19.8,83.3,54.4,87.4,,,,,,
Wilson_et_Upchurch_2009aa,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Redescription and reassessment of the phylogenetic affinities of Euhelopus zdanskyi (Dinosauria: Sauropoda) from the Early Cretaceous of China,2009,Journal of Systematic Palaeontology,0.652,0.797,399,2,260,0.218,0.334,0.438,0.312,0.718,234,2,232,29,41.8,62.6,31.7,67.4,,,,,,
Wilson_et_Upchurch_2009ab,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Redescription and reassessment of the phylogenetic affinities of Euhelopus zdanskyi (Dinosauria: Sauropoda) from the Early Cretaceous of China,2009,Journal of Systematic Palaeontology,0.493,0.783,649,100000,320,0.031,0.063,0.279,0.236,0.69,309,1,308,48,54.1,23.4,10.6,25.5,,,,,,
Xing_etal_inpressa,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new basal eusauropod from the Middle Jurassic of Yunnan, China, and faunal compositions and transitions of Asian sauropodomorph dinosaurs",2013,Acta Palaeontologica Polonica,0.425,0.644,988,15,420,0.082,0.193,0.304,0.215,0.51,344,6,338,38,46.4,31.2,15.9,33.4,,,,,,
Yates_2003a,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"The species taxonomy of the sauropodomorph dinosaurs from the Lowenstein Formation (Norian, Late Triassic) of Germany",2003,Palaeontology,0.838,0.9,37,1595,31,0,0,0.737,0.671,0.773,31,0,31,18,57.3,6.4,6.3,6.4,,,,,,
Yates_2003b,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new species of the primitive dinosaur Thecodontosaurus (Saurischia: Sauropodomorpha) and its implications for the systematics of early dinosaurs,2003,Journal of Systematic Palaeontology,0.494,0.668,336,5,166,0.146,0.295,0.38,0.272,0.518,164,0,164,21,31.6,54.9,24.9,60.1,,,,,,
Yates_2004aa,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Anchisaurus polyzelus (Hitchcock): The smallest known sauropod dinosaur and the evolution of gigantism among sauropodomorph dinosaurs,2004,Postilla,0.522,0.71,435,2,227,0.097,0.185,0.348,0.263,0.598,205,0,205,20,25.9,56.7,27.9,63.1,,,,,,
Yates_2004ab,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Anchisaurus polyzelus (Hitchcock): The smallest known sauropod dinosaur and the evolution of gigantism among sauropodomorph dinosaurs,2004,Postilla,0.559,0.727,395,2,221,0.116,0.208,0.417,0.375,0.618,205,6,199,19,26.9,61.4,28.3,66.9,,,,,,
Yates_2007a,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Solving a dinosaurian puzzle: the identity of Aliwalia rex Galton,2007,Historical Biology,0.389,0.698,1044,42,406,0,0,0.258,0.219,0.588,348,0,348,45,42,39.2,14.6,46.1,,,,,,
Yates_2007b,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The first complete skull of the Triassic dinosaur Melanorosaurus Haughton (Sauropodomorpha: Anchisauria),2007,Special Papers in Palaeontology,0.376,0.696,1093,60,411,0,0,0.253,0.227,0.584,353,0,353,46,42,38.7,14.1,45.3,,,,,,
Yates_2010a,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A revision of the problematic sauropodomorph dinosaurs from Manchester, Connecticut and the status of Anchisaurus Marsh",2010,Palaeontology,0.375,0.695,1096,60,411,0,0,0.251,0.217,0.582,353,0,353,46,42,38,13.9,45.1,,,,,,
Yates_et_Kitching_2003a,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,The earliest known sauropod dinosaur and the first steps towards sauropod locomotion,2003,Proceedings of the Royal Society of London B,0.543,0.731,449,6,244,0.129,0.238,0.353,0.239,0.621,212,0,212,21,31,55.2,26.8,61.2,,,,,,
Yates_etal_2010aa,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new transitional sauropodomorph dinosaur from hte Early Jurassic of South Africa and the evolution of sauropod feeding and quadrupedalism,2010,Proceedings of the Royal Society of London B,0.4,0.663,733,72,293,0.045,0.113,0.275,0.248,0.525,292,5,287,35,44.1,22.9,10,25.7,,,,,,
Yates_etal_2010ab,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new transitional sauropodomorph dinosaur from hte Early Jurassic of South Africa and the evolution of sauropod feeding and quadrupedalism,2010,Proceedings of the Royal Society of London B,0.363,0.689,1134,88,412,0.071,0.197,0.242,0.204,0.575,353,0,353,47,40.8,38,16.6,43.4,,,,,,
Yates_etal_2011aa,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new basal sauropodomorph dinosaur from the Early Jurassic of South Africa,2011,Journal of Vertebrate Paleontology,0.375,0.696,1095,360,411,0,0,0.256,0.224,0.584,353,0,353,47,43.1,31.6,12.5,37.1,,,,,,
Yates_etal_2011ab,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A new basal sauropodomorph dinosaur from the Early Jurassic of South Africa,2011,Journal of Vertebrate Paleontology,0.396,0.659,740,408,293,0.035,0.089,0.285,0.274,0.52,292,5,287,36,45.3,19.3,9.5,21.3,,,,,,
You_etal_2006a,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"Huanghetitan liujiaxiaensis, a new sauropod dinosaur from the Lower Cretaceous Hekou Group of Lanzhou Basin, Gansu Province, China",2006,Geological Review,0.644,0.793,407,6,262,0.143,0.221,0.39,0.235,0.71,243,11,232,30,45.3,56.1,26.3,60.4,,,,,,
You_etal_2008a,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,Daxiatitan binglingi: a giant sauropod dinosaur from the Early Cretaceous of China,2008,Gansu Geology,0.5,0.667,828,2,414,0.072,0.145,0.358,0.218,0.544,331,6,325,31,42.6,41.2,23.1,45.7,,,,,,
Zaher_etal_2011a,,,Saurischia_minus_Theropoda,Saurischia_minus_Theropoda,,Dinosauromorpha,Avemetatarsalia,Archosauromorpha,Diapsida,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,A complete skull of an Early Cretaceous sauropod and the evolution of advanced titanosaurians,2011,PLoS One,0.613,0.787,444,2,272,0.203,0.331,0.379,0.213,0.697,246,1,245,33,45.3,58,26.9,64.1,,,,,,
Klein_et_Albers_2009a.tnt,,,Sauropterygia,Sauropterygia,,,,,?,Sauropsida,Amniota,Tetrapoda,Sarcopterygii,Osteichthyes,Gnathostomata,Chordata,Animalia,"A new species of the sauropsid reptile <em>Nothosaurus</em> from the Lower Muschelkalk of the western Germanic Basin, Winterswijk, The Netherlands",2009,Acta Palaeontologica Polonica,0.541,0.641,61,11,33,0.131,0.242,0.533,0.362,0.362,25,1,24,15,3.2,25.4,12.9,30.4,,,,,,
